soil_moisture_percent,temperature_c,humidity_percent,rainfall_mm,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_m_s,crop_type,crop_yield_ton_per_hectare,ldr_value
43.5,23.0,58.9,326.4,40.6,62.0,57.8,4.06,Groundnut,1.92,813
83.1,28.2,81.5,1210.5,183.5,54.9,65.1,5.53,Rice,5.09,473
40.0,20.8,45.4,455.0,30.7,38.8,31.1,2.71,Chickpea,1.61,568
79.5,23.7,71.8,1270.1,163.0,36.8,49.0,3.74,Maize,4.55,575
77.9,24.6,56.0,837.7,149.4,53.9,45.7,1.33,Maize,4.68,606
56.2,28.5,72.3,598.0,37.0,77.6,43.8,4.78,Soybean,2.04,882
67.1,14.9,80.5,564.9,179.7,48.7,57.4,2.67,Wheat,3.61,675
39.4,20.6,57.6,237.2,20.8,51.5,31.6,3.3,Chickpea,1.69,557
54.4,19.0,53.4,355.0,27.9,59.4,39.9,6.09,Chickpea,1.69,615
81.5,28.0,75.8,1481.3,208.4,64.0,170.6,2.74,Sugarcane,10.57,216
76.4,28.8,72.8,979.4,157.4,63.8,74.9,1.63,Rice,5.72,448
64.4,29.1,71.0,981.8,35.6,87.2,53.6,5.34,Soybean,2.07,449
74.8,30.8,82.7,1199.8,170.8,40.2,95.5,2.87,Rice,5.11,439
51.9,30.4,68.4,601.9,85.6,51.3,59.1,4.98,Cotton,2.78,523
63.2,21.1,41.4,401.0,140.6,59.3,48.2,5.91,Wheat,5.57,514
57.1,24.4,74.9,1132.7,41.3,44.3,55.3,2.96,Soybean,1.77,273
58.9,27.7,75.7,612.7,49.6,67.1,40.0,3.47,Soybean,2.27,661
35.6,22.3,39.6,338.6,53.7,33.6,46.3,2.41,Jowar,1.84,920
68.9,28.1,68.6,592.2,155.0,33.3,60.1,3.07,Maize,4.82,486
55.1,18.4,57.0,429.6,137.2,39.0,46.0,2.8,Maize,4.2,599
56.9,26.9,49.8,753.3,43.1,62.5,40.7,3.81,Soybean,2.1,609
68.0,24.0,82.9,1375.1,250.0,60.7,69.3,3.74,Rice,4.73,313
64.3,32.5,69.2,1157.4,135.0,29.1,91.1,2.21,Cotton,1.72,185
41.9,27.1,63.3,145.7,116.6,35.1,60.9,2.39,Cotton,2.05,739
32.3,26.1,42.6,441.9,75.2,34.6,39.5,4.61,Jowar,2.02,622
44.4,28.1,57.3,498.4,41.0,56.9,76.1,5.76,Groundnut,2.26,631
48.2,36.5,58.9,416.0,99.8,50.4,58.3,1.11,Cotton,2.1,233
83.2,32.0,73.0,2032.7,250.0,95.1,145.6,1.85,Sugarcane,11.02,339
51.5,28.3,57.4,577.6,45.5,79.2,57.0,4.98,Soybean,2.23,796
42.4,27.4,66.6,227.5,24.5,43.1,50.5,1.75,Groundnut,1.75,241
53.1,29.4,62.0,927.2,20.0,37.9,80.8,3.52,Groundnut,2.1,743
32.6,38.7,71.6,510.5,43.8,27.5,45.8,6.01,Bajra,1.47,566
43.4,18.5,52.0,264.0,30.4,49.1,23.6,3.6,Chickpea,1.69,567
68.8,28.4,75.0,1298.1,39.1,55.4,50.7,1.67,Soybean,1.98,138
70.7,22.5,61.3,975.2,120.2,45.9,55.7,2.68,Maize,4.39,690
52.0,23.7,62.7,610.4,57.3,52.7,58.5,3.54,Soybean,1.93,592
38.1,13.0,40.7,351.6,23.9,40.1,22.4,4.92,Chickpea,1.56,829
72.3,28.3,86.3,1701.5,134.7,60.6,82.6,3.22,Rice,5.49,215
47.8,34.8,42.8,413.0,146.3,25.2,49.3,6.46,Cotton,2.37,603
60.6,24.3,74.9,743.8,117.4,43.3,46.4,3.64,Maize,4.77,570
20.5,33.5,45.9,293.8,79.6,45.9,38.8,2.96,Jowar,1.52,572
41.2,30.2,62.4,840.9,65.7,19.0,42.2,1.36,Bajra,1.85,660
61.2,26.4,74.9,1478.3,181.3,43.3,46.2,2.33,Maize,4.09,105
60.0,29.1,69.5,602.3,44.8,38.6,36.1,1.88,Soybean,1.92,364
25.3,25.4,53.8,606.0,60.0,37.2,43.2,4.89,Jowar,1.27,407
81.5,30.0,89.1,1405.3,181.4,52.5,126.7,1.99,Rice,5.73,461
44.8,32.7,36.1,272.3,59.8,22.0,47.5,4.33,Bajra,1.89,517
62.0,16.2,72.0,479.9,117.1,34.1,50.2,0.92,Wheat,4.01,328
72.7,25.5,79.2,1690.8,199.4,55.9,68.1,2.97,Rice,5.16,398
57.2,17.8,63.8,443.6,132.0,42.2,64.0,2.92,Wheat,4.34,600
39.3,31.9,54.7,453.3,89.2,25.6,43.4,1.46,Jowar,1.96,958
46.9,29.9,30.5,270.5,47.9,29.0,27.3,6.2,Bajra,1.96,1023
35.5,33.1,46.1,268.9,74.8,32.5,64.3,0.5,Jowar,2.04,807
38.6,30.5,39.3,532.4,65.3,25.5,29.4,3.51,Bajra,1.99,834
48.1,33.5,61.8,797.3,138.5,44.5,52.6,2.5,Cotton,2.81,266
51.1,22.1,54.6,41.2,118.6,50.2,44.0,5.49,Wheat,4.01,552
43.6,18.1,41.7,531.1,28.1,51.5,32.3,6.95,Chickpea,1.72,667
44.2,21.0,33.0,329.5,32.4,33.4,42.2,6.61,Chickpea,1.94,762
37.5,25.7,50.0,337.8,21.7,49.6,28.9,4.84,Chickpea,1.54,477
77.6,29.0,75.2,1313.7,165.2,69.6,70.1,1.61,Rice,5.83,231
58.1,27.6,58.9,1087.9,63.1,42.3,74.5,1.48,Soybean,2.74,397
59.4,17.5,56.2,685.7,131.6,31.2,36.9,3.17,Wheat,4.43,751
52.6,22.8,59.2,792.0,24.2,61.2,49.6,2.68,Groundnut,1.79,621
59.9,21.1,60.1,618.5,148.1,62.6,48.0,3.38,Wheat,4.11,523
61.4,27.9,78.9,920.3,42.4,63.8,62.6,2.85,Soybean,2.44,348
55.8,17.5,76.1,759.2,116.3,76.5,48.8,2.9,Wheat,4.06,473
40.1,31.8,55.5,500.9,52.9,34.0,42.0,5.34,Bajra,2.12,519
62.9,27.0,52.5,902.1,158.1,36.0,49.3,4.98,Maize,5.61,556
46.7,18.5,47.7,388.5,154.0,40.5,37.1,3.19,Wheat,4.57,436
56.3,29.2,56.6,896.8,160.8,39.1,60.1,1.86,Maize,5.68,664
61.5,20.1,48.4,966.4,166.6,69.4,35.4,0.59,Wheat,3.92,761
43.4,17.4,67.6,325.2,26.3,51.2,41.0,4.43,Chickpea,1.8,605
44.2,33.8,56.8,379.4,36.9,59.7,98.0,5.53,Groundnut,1.47,698
56.6,21.8,50.4,809.5,176.9,53.4,40.4,3.85,Wheat,4.35,677
59.7,25.2,56.7,932.3,112.8,57.6,63.5,3.78,Maize,5.84,862
77.9,25.9,91.0,1233.4,154.2,72.1,84.4,3.11,Rice,5.87,302
72.3,23.7,77.4,1830.5,167.8,50.3,97.1,5.1,Rice,5.25,100
89.3,24.6,84.2,1259.0,126.7,57.7,84.0,3.95,Rice,4.22,158
67.3,26.2,80.7,1155.1,52.3,22.7,40.3,3.32,Soybean,2.27,454
42.4,30.4,49.6,376.5,69.6,33.7,48.5,4.88,Bajra,1.8,837
54.5,30.3,59.7,675.3,44.6,47.0,60.0,7.74,Soybean,2.47,683
31.2,31.8,39.9,564.5,82.8,34.2,44.6,3.92,Bajra,1.75,849
40.0,26.8,54.8,238.0,66.1,37.2,40.9,4.5,Jowar,1.59,686
82.8,27.8,69.0,1436.2,233.1,56.3,179.9,1.41,Sugarcane,10.68,179
64.2,25.0,72.5,1178.7,126.0,48.0,42.7,2.37,Maize,5.11,300
65.8,28.5,86.9,1130.9,139.8,47.9,78.0,2.21,Rice,5.31,40
85.3,28.0,78.3,2349.0,138.5,59.1,106.0,3.54,Rice,3.18,182
52.0,26.7,58.1,842.6,71.4,31.3,38.3,4.41,Jowar,1.44,357
55.0,29.6,65.9,590.1,31.4,65.6,70.0,2.55,Groundnut,1.95,545
67.0,22.7,82.6,264.7,164.6,49.5,58.5,2.89,Maize,4.14,416
85.5,25.7,83.3,2346.3,159.7,56.6,78.0,1.71,Rice,5.66,0
55.0,22.9,67.3,600.8,123.6,62.4,36.7,3.61,Wheat,5.13,627
62.4,32.5,68.1,1003.4,135.1,42.6,42.4,5.88,Maize,4.02,574
53.9,23.0,62.4,421.2,117.0,34.1,41.4,6.33,Wheat,4.63,372
69.7,20.7,63.9,491.4,152.6,49.7,44.3,3.36,Wheat,4.79,580
61.1,20.3,63.4,583.4,144.0,43.9,46.1,2.29,Wheat,4.81,657
52.8,19.0,51.6,623.2,127.5,47.5,42.0,3.2,Wheat,4.61,592
63.5,24.8,71.9,498.6,108.4,35.7,60.7,1.98,Wheat,3.82,622
77.4,32.7,96.8,1842.5,152.9,60.9,98.3,3.95,Rice,5.06,215
81.3,28.7,78.8,1777.2,162.2,36.1,87.0,2.51,Rice,5.57,452
41.7,20.5,51.1,372.2,30.2,41.3,31.0,5.4,Chickpea,1.74,696
74.7,28.0,81.5,1403.3,240.5,106.5,185.1,1.88,Sugarcane,10.72,290
56.5,30.3,60.3,922.6,98.8,46.6,55.9,2.12,Maize,4.88,607
62.5,19.4,75.4,501.6,81.4,50.7,35.8,0.72,Wheat,4.89,583
72.2,23.8,77.5,1486.9,166.3,49.0,93.8,1.86,Rice,4.94,369
63.7,27.3,69.3,547.2,36.2,31.3,82.3,1.51,Groundnut,1.85,442
63.5,32.1,66.5,1138.7,180.2,63.2,99.3,2.03,Rice,4.69,337
43.9,23.1,38.1,347.0,64.0,33.2,43.7,2.64,Jowar,2.04,701
82.7,35.9,84.6,1481.6,169.7,53.8,81.7,3.65,Rice,4.56,200
59.8,24.9,66.8,1043.7,53.8,70.6,51.0,5.8,Soybean,2.4,495
37.6,24.9,41.6,469.3,54.8,48.2,32.3,3.8,Bajra,1.69,747
38.6,31.6,65.9,453.7,62.6,25.1,27.4,2.95,Bajra,1.93,534
56.3,28.6,69.2,973.9,44.0,70.2,50.3,2.15,Soybean,2.76,454
63.2,31.2,70.2,739.1,109.9,53.4,30.5,0.5,Maize,4.65,502
64.5,25.4,67.3,1157.2,57.6,57.5,60.5,0.83,Soybean,2.28,679
64.6,31.6,71.9,413.3,51.8,61.2,61.5,4.07,Soybean,1.5,684
69.0,22.3,79.2,1477.3,172.5,49.5,82.5,6.17,Rice,4.72,235
59.8,22.3,64.0,357.3,162.5,64.2,37.6,5.02,Wheat,4.02,636
49.3,29.3,76.7,813.9,54.5,38.2,60.5,2.84,Soybean,2.41,368
41.6,30.4,64.4,716.4,129.1,43.6,60.9,2.88,Cotton,2.84,510
67.0,21.3,52.1,807.7,137.8,35.7,39.5,4.73,Maize,4.9,571
43.5,30.8,55.2,1088.8,173.1,49.4,31.9,3.18,Maize,3.88,456
69.9,32.1,81.7,1459.2,221.9,95.9,204.3,1.23,Sugarcane,9.54,103
50.2,16.1,46.8,641.5,29.9,49.3,20.8,2.74,Chickpea,1.48,299
52.9,24.4,62.0,1037.7,122.1,50.2,43.6,3.8,Maize,4.64,532
78.0,27.2,66.3,1588.8,250.0,66.2,114.5,2.69,Sugarcane,9.46,576
63.3,20.9,55.3,786.9,49.7,53.7,59.5,3.74,Soybean,1.63,451
32.6,29.4,43.2,466.9,58.6,32.8,57.5,6.57,Jowar,2.45,786
43.8,27.4,45.4,764.9,62.1,33.4,46.5,4.61,Bajra,1.6,604
48.6,23.3,57.8,923.2,36.8,36.9,60.9,1.81,Soybean,1.71,591
55.1,27.0,61.1,846.7,31.3,45.2,56.5,4.07,Groundnut,2.08,413
64.4,23.8,59.3,621.5,122.1,41.9,52.3,2.71,Wheat,4.48,541
73.5,26.9,61.3,669.9,123.8,50.3,47.2,3.67,Maize,4.06,537
82.5,26.3,78.8,1996.8,141.7,63.9,103.8,2.75,Rice,5.16,0
82.3,28.3,71.8,2000.1,117.4,72.1,113.0,3.13,Rice,5.1,345
53.7,29.0,73.4,734.9,29.1,51.4,73.0,1.13,Groundnut,2.14,431
48.8,31.0,44.0,651.7,42.0,21.3,42.2,3.13,Bajra,1.69,313
56.9,21.0,63.4,718.1,144.4,61.5,36.8,3.66,Wheat,4.07,628
40.1,26.8,56.8,501.3,34.6,59.1,53.3,4.55,Groundnut,2.27,604
57.5,26.7,50.2,702.0,34.1,64.8,63.7,4.9,Soybean,2.18,664
58.5,20.5,56.2,222.2,119.1,44.6,43.1,5.58,Wheat,3.89,701
48.9,20.7,67.6,448.0,28.8,45.5,28.1,3.06,Chickpea,1.74,470
39.3,27.6,47.7,304.8,95.7,51.0,82.6,4.27,Cotton,2.53,536
54.3,26.5,45.8,548.2,39.0,42.3,36.6,3.86,Jowar,1.76,616
33.0,28.0,61.3,390.0,66.3,27.8,34.0,1.82,Bajra,2.02,525
64.8,23.7,65.3,875.8,142.7,54.3,47.0,1.9,Maize,5.14,828
67.9,27.8,72.7,1129.6,152.0,54.0,63.8,2.12,Rice,5.73,683
70.2,22.3,71.3,1013.8,129.8,57.3,39.1,3.57,Wheat,3.12,359
36.6,16.2,56.9,271.7,20.0,41.1,46.8,3.25,Chickpea,1.74,574
59.0,24.4,64.0,1056.6,155.7,33.2,67.7,2.35,Maize,5.18,531
85.0,30.0,88.2,1819.8,230.0,53.4,106.4,1.41,Rice,5.02,314
47.3,26.9,52.8,351.4,70.4,42.4,39.3,1.03,Jowar,2.05,552
41.7,25.2,63.4,699.1,69.5,36.3,47.3,1.64,Bajra,1.33,383
40.8,12.5,39.8,341.2,36.5,35.7,37.8,2.81,Chickpea,1.69,1023
79.5,30.4,75.0,2437.5,202.2,77.4,92.8,6.7,Rice,4.88,405
49.9,17.9,52.5,447.6,144.9,72.4,54.5,4.25,Wheat,4.68,414
62.4,18.1,66.6,603.8,118.1,49.3,28.8,3.31,Wheat,3.88,255
55.9,15.1,52.5,647.7,23.8,35.6,36.8,4.74,Chickpea,1.17,499
46.1,19.8,43.0,235.8,30.9,22.9,26.7,2.72,Chickpea,1.68,768
78.1,28.5,77.1,1569.4,159.6,45.3,102.9,1.76,Rice,6.61,405
72.2,31.8,75.2,1277.2,206.5,52.8,82.9,3.1,Rice,4.69,319
40.0,17.1,43.5,331.8,32.3,33.2,44.0,3.52,Chickpea,1.64,479
69.4,26.1,79.3,1048.8,57.8,64.5,67.3,1.74,Soybean,2.14,400
84.2,30.2,60.8,2315.3,250.0,68.3,142.6,2.13,Sugarcane,9.54,442
84.2,26.0,84.9,1781.1,178.9,59.5,92.9,2.34,Rice,5.36,251
38.2,36.3,40.1,544.8,51.6,32.6,44.3,5.18,Bajra,1.71,646
80.0,28.8,70.7,953.3,127.8,55.7,69.8,1.21,Rice,6.11,529
83.4,23.0,78.7,1470.8,198.5,52.0,86.7,1.7,Rice,4.19,314
57.6,14.7,69.5,631.7,136.6,42.7,59.9,5.16,Wheat,4.45,324
35.9,31.0,42.7,445.1,115.7,55.8,56.9,4.23,Cotton,2.75,728
62.2,21.3,58.7,663.2,139.3,69.6,38.5,4.7,Wheat,4.27,378
72.1,35.2,83.6,698.1,159.4,62.4,99.8,3.14,Rice,4.14,522
35.3,26.0,49.3,582.2,129.1,39.2,85.5,5.72,Cotton,2.73,724
67.6,34.0,72.7,1311.0,191.7,47.0,90.6,2.39,Rice,4.83,234
67.7,30.7,55.3,819.7,129.2,41.1,59.0,2.93,Maize,5.25,611
76.1,27.5,77.2,1524.5,190.9,48.3,78.3,5.13,Rice,6.95,515
73.4,25.3,64.1,1716.1,203.9,109.9,152.8,1.2,Sugarcane,9.37,75
83.7,27.3,87.1,1089.6,161.8,34.1,74.4,3.24,Rice,6.01,287
84.5,29.3,87.7,1776.9,178.8,65.0,92.7,4.0,Rice,6.39,483
82.0,31.5,75.1,1124.9,94.8,67.5,103.7,5.24,Rice,5.28,154
77.8,29.8,87.0,1386.0,203.6,53.4,83.3,2.84,Rice,5.89,252
44.5,14.9,44.9,385.5,30.7,50.9,37.1,2.99,Chickpea,1.74,491
63.4,24.1,91.0,1419.9,200.9,62.5,107.6,3.07,Rice,5.54,239
52.7,25.6,62.4,428.2,39.3,44.2,72.6,1.87,Soybean,1.93,211
40.8,30.5,60.5,150.2,107.6,46.3,62.3,4.17,Cotton,2.28,378
71.1,26.4,86.3,1721.8,204.8,64.8,89.7,2.53,Rice,5.74,167
54.5,19.8,57.8,394.0,115.8,41.6,35.6,0.97,Wheat,4.4,634
60.8,26.6,77.9,693.9,38.6,48.6,46.1,1.97,Soybean,2.5,477
45.4,31.4,51.8,464.9,106.9,40.1,77.1,0.79,Cotton,3.21,713
91.9,25.7,81.2,1798.6,250.0,115.1,203.0,3.42,Sugarcane,9.26,445
38.0,31.7,45.1,382.2,48.9,31.7,42.0,4.95,Bajra,1.97,810
57.6,17.7,65.9,818.1,32.2,37.4,45.1,5.6,Chickpea,1.26,609
38.9,34.8,47.3,1147.5,92.6,24.5,92.4,1.4,Cotton,2.0,452
72.4,31.3,81.9,950.2,141.3,51.8,76.5,1.42,Rice,4.76,336
59.6,17.0,43.6,567.9,190.5,37.7,36.4,3.43,Wheat,4.84,1023
75.5,10.5,80.5,749.9,164.8,44.5,34.7,3.38,Wheat,2.52,737
59.0,19.9,52.6,419.2,28.0,49.6,36.7,4.19,Chickpea,1.67,774
61.4,19.8,62.3,771.4,122.1,38.7,37.6,4.25,Wheat,3.99,643
40.9,29.8,41.7,474.8,62.6,30.7,32.5,4.99,Bajra,2.27,867
86.8,25.8,86.1,1639.2,124.4,50.1,94.3,2.16,Rice,4.93,196
70.4,20.5,57.6,864.8,44.3,46.1,54.0,2.72,Soybean,1.57,853
53.3,27.4,53.6,377.4,86.2,25.2,34.9,3.61,Jowar,1.98,589
74.5,26.9,81.2,1370.9,151.0,46.7,115.5,0.92,Rice,6.23,304
55.1,24.6,79.8,810.7,150.1,49.4,48.8,7.42,Maize,4.98,722
76.6,29.8,79.4,1425.1,202.0,55.7,103.3,5.02,Rice,6.02,7
49.9,20.9,45.4,670.8,91.0,58.9,41.7,1.47,Wheat,4.78,726
41.6,29.9,40.8,641.1,49.5,19.4,38.2,3.37,Jowar,2.18,444
71.4,27.3,70.9,950.0,141.8,54.5,54.7,3.68,Maize,5.19,342
50.2,30.0,57.8,894.9,36.1,33.2,78.7,2.34,Groundnut,2.18,537
36.0,26.4,44.5,769.2,93.1,32.7,78.1,2.72,Cotton,2.52,612
27.9,33.1,44.9,406.7,65.5,30.9,40.3,3.39,Bajra,2.21,730
64.1,31.1,69.6,407.5,59.5,58.2,65.4,3.77,Soybean,1.89,404
82.1,27.8,80.3,1973.3,250.0,81.6,90.1,1.29,Sugarcane,10.85,244
69.1,26.4,90.6,1211.7,150.9,65.6,80.9,5.36,Rice,5.8,92
76.2,24.8,77.5,1732.1,201.3,60.3,73.0,5.75,Rice,5.43,243
67.0,18.3,65.9,438.8,123.4,41.0,47.4,3.83,Wheat,4.33,334
41.8,18.5,53.7,323.6,24.9,39.4,32.9,2.38,Chickpea,1.92,752
89.1,24.9,73.6,1266.2,250.0,98.7,207.7,5.37,Sugarcane,8.35,185
53.0,28.6,69.2,485.1,102.3,46.7,64.5,3.74,Maize,3.79,620
68.6,28.7,75.0,1588.4,107.7,59.7,110.6,2.31,Rice,6.37,271
49.5,20.0,49.3,468.1,26.0,40.7,39.0,3.46,Chickpea,1.77,620
72.7,34.4,89.4,1592.2,170.8,66.1,82.6,3.42,Rice,4.24,423
75.4,30.5,90.2,1454.9,172.3,49.3,73.3,2.06,Rice,6.16,267
61.5,18.3,64.3,837.5,126.1,43.7,50.3,2.42,Maize,4.07,218
53.0,28.9,62.8,469.1,31.8,58.0,72.6,2.84,Groundnut,1.73,642
44.9,28.2,51.0,857.0,115.4,38.5,52.3,2.62,Cotton,3.03,164
49.2,21.1,71.7,1196.0,187.1,26.9,70.4,1.51,Maize,4.16,446
51.7,22.1,49.5,430.7,58.5,29.1,42.4,3.15,Jowar,1.58,608
40.9,17.6,45.1,58.8,27.0,37.8,34.9,1.35,Chickpea,1.28,525
66.7,32.6,57.7,1015.5,121.6,29.9,59.4,4.56,Cotton,2.0,548
81.8,27.3,67.2,1812.8,250.0,105.4,268.1,0.5,Sugarcane,11.73,317
65.2,22.9,59.6,466.3,113.7,50.7,54.5,2.34,Wheat,3.81,898
84.8,31.0,85.8,1334.0,118.3,60.1,107.4,0.7,Rice,5.03,223
43.6,29.6,63.9,1060.6,107.2,51.8,72.5,5.17,Cotton,2.55,779
66.4,26.8,87.7,2202.9,187.8,72.4,73.3,4.4,Rice,4.93,410
37.4,13.6,56.8,660.7,28.2,26.5,31.3,1.97,Chickpea,1.25,494
52.9,22.4,72.3,750.8,155.1,27.1,42.5,3.61,Maize,5.6,331
49.8,25.9,55.8,1014.0,41.0,63.4,46.5,2.56,Soybean,1.95,754
50.5,31.9,55.1,1224.7,121.7,47.7,67.8,3.84,Cotton,2.37,509
50.2,15.6,68.4,823.7,124.9,74.2,59.5,3.28,Wheat,2.86,501
37.5,32.8,50.5,286.0,68.1,28.0,38.5,5.37,Bajra,1.96,640
55.6,19.5,70.3,865.4,202.7,51.4,53.1,0.5,Wheat,3.66,271
76.5,26.3,78.2,1388.4,191.5,71.8,79.0,8.29,Rice,5.47,278
33.1,17.6,44.1,544.0,23.8,40.3,25.7,3.26,Chickpea,1.25,546
69.0,26.7,84.7,1344.5,212.9,61.6,150.3,3.54,Sugarcane,7.57,61
77.4,26.6,67.7,1439.5,123.5,51.1,86.7,4.68,Rice,7.02,360
66.8,15.1,55.0,507.3,126.5,44.2,38.3,3.43,Wheat,4.07,894
42.2,32.2,73.4,705.4,38.7,63.3,53.4,5.62,Groundnut,1.75,701
41.4,36.2,45.5,58.4,72.5,27.0,26.2,6.4,Bajra,1.41,727
40.1,13.4,54.4,211.4,25.4,39.2,34.7,0.5,Chickpea,1.38,681
67.4,31.1,65.0,918.2,125.4,51.7,54.1,3.05,Maize,5.14,570
60.7,27.4,68.5,1132.0,51.0,49.8,53.8,3.87,Soybean,2.44,646
64.0,19.0,73.2,1275.3,32.1,53.0,47.4,3.34,Soybean,1.81,433
56.5,24.4,54.2,365.3,121.4,72.2,39.2,0.99,Wheat,3.9,570
35.2,26.6,49.9,412.0,59.5,23.4,48.0,4.36,Bajra,1.71,608
53.0,25.2,70.1,411.7,34.4,64.6,65.3,1.59,Groundnut,2.08,691
50.1,34.0,48.4,372.2,122.7,47.7,80.9,4.81,Cotton,2.13,1023
30.2,33.7,44.1,566.7,65.7,22.4,38.2,3.11,Bajra,1.96,595
79.2,23.3,83.9,1801.5,134.1,58.2,77.6,4.22,Rice,4.95,0
76.7,23.8,72.1,1582.1,213.4,58.7,73.4,1.06,Rice,5.38,481
73.9,22.9,75.5,1103.0,116.3,51.7,68.2,7.52,Maize,4.91,376
65.1,28.8,80.7,1572.8,153.4,43.0,81.6,3.36,Rice,5.03,319
53.9,18.2,51.8,517.3,30.9,31.8,32.6,4.18,Chickpea,1.51,833
30.5,29.2,51.8,523.8,60.6,44.4,46.2,3.73,Jowar,2.13,652
80.2,27.9,91.8,1890.6,189.9,52.3,80.7,3.59,Rice,5.08,0
81.8,32.0,76.7,2051.2,250.0,75.9,160.2,3.88,Sugarcane,8.14,0
59.4,33.1,71.0,1701.3,208.3,81.9,139.5,3.2,Sugarcane,9.49,342
73.9,25.0,75.9,1617.8,196.1,101.5,192.0,3.56,Sugarcane,10.4,147
31.8,28.2,66.6,518.2,52.8,26.8,36.1,2.58,Bajra,2.17,575
41.9,15.9,53.8,157.5,28.5,46.7,21.2,0.98,Chickpea,1.16,474
52.1,25.3,53.8,657.0,30.9,39.5,74.5,4.33,Groundnut,2.31,557
63.5,27.5,74.1,1354.5,120.7,33.7,54.2,5.11,Maize,4.45,141
38.9,22.9,58.7,528.7,28.8,53.9,36.8,2.81,Chickpea,1.91,534
57.4,28.0,52.5,601.1,91.3,28.9,55.4,5.34,Cotton,2.35,559
81.4,24.5,79.3,1514.6,204.8,48.6,85.4,4.71,Rice,5.75,405
41.5,26.1,51.3,828.5,87.6,37.4,55.8,2.24,Cotton,2.51,816
41.0,31.4,36.8,601.5,58.9,44.0,49.5,4.76,Jowar,1.99,707
49.8,23.8,61.4,306.3,47.8,72.7,70.3,3.31,Groundnut,1.79,464
33.0,28.4,44.8,555.8,48.4,28.3,53.8,2.7,Jowar,2.24,990
52.0,28.4,59.1,609.4,47.7,58.9,48.8,2.8,Soybean,2.25,633
59.7,25.5,86.6,996.0,45.3,36.4,47.5,4.31,Soybean,2.3,416
57.8,17.4,65.7,265.8,134.9,55.2,61.1,5.4,Wheat,4.0,663
80.0,26.2,66.6,1461.9,127.1,52.4,89.1,4.34,Rice,5.18,636
36.5,28.2,57.0,586.6,65.7,32.4,57.5,4.11,Bajra,1.91,752
52.5,19.9,59.3,986.9,115.1,41.6,30.2,5.71,Wheat,4.48,632
57.9,27.7,77.0,816.7,38.2,55.0,58.1,2.93,Groundnut,1.72,530
69.9,29.5,85.6,1739.4,184.9,57.0,102.2,1.83,Rice,5.83,118
62.5,24.9,66.0,684.3,141.6,49.1,50.1,4.05,Wheat,5.04,420
80.3,27.1,83.0,822.0,171.7,59.0,95.3,0.5,Rice,5.11,350
55.6,26.3,78.0,582.8,41.0,58.9,68.6,1.44,Soybean,2.21,448
88.7,28.0,82.0,1236.0,174.7,53.8,117.3,1.42,Rice,5.88,329
56.5,14.1,47.3,585.4,183.9,41.9,32.7,3.13,Wheat,4.28,715
65.2,13.5,59.9,479.8,102.9,49.1,35.8,3.42,Wheat,4.15,591
59.3,27.2,59.2,355.7,99.1,47.3,58.1,4.32,Maize,4.29,542
72.8,17.3,62.6,740.3,155.7,45.7,29.9,1.96,Wheat,4.52,282
76.2,25.7,80.7,1366.5,115.9,64.5,98.4,1.88,Rice,6.73,450
54.4,24.3,50.1,786.5,134.4,65.1,63.0,4.85,Wheat,3.92,714
72.8,25.0,85.0,1754.4,190.5,54.9,98.8,4.65,Rice,5.32,117
78.9,30.9,73.9,1805.0,131.4,52.4,82.6,2.15,Rice,5.5,395
59.5,18.7,65.8,350.9,126.8,45.7,54.0,3.79,Wheat,5.11,619
88.8,26.0,85.9,1768.7,141.2,45.7,89.5,2.42,Rice,5.47,258
46.7,19.3,61.3,507.9,110.7,49.8,48.7,5.98,Wheat,4.7,289
53.3,27.2,63.5,696.7,49.0,55.0,45.1,4.35,Soybean,1.99,346
52.3,26.7,64.5,632.4,37.3,59.7,43.4,3.6,Groundnut,1.93,440
29.8,34.7,50.9,469.3,50.3,23.7,49.6,1.12,Bajra,1.81,905
75.7,22.9,40.2,562.5,138.3,44.5,38.0,2.15,Wheat,4.69,586
50.6,23.4,78.5,890.3,30.4,54.3,44.5,2.05,Groundnut,2.01,338
82.3,21.5,73.8,1865.3,250.0,80.4,147.6,2.24,Sugarcane,9.11,141
79.6,31.1,84.7,1407.4,139.3,39.5,99.4,1.52,Rice,5.75,214
60.9,20.7,65.8,805.7,100.5,28.2,49.1,3.03,Wheat,4.5,553
51.5,25.0,58.9,960.0,41.2,73.1,53.1,2.85,Soybean,2.06,214
63.1,19.0,71.2,495.0,160.4,40.6,72.2,3.28,Maize,3.83,59
55.2,26.0,74.2,851.2,157.6,55.1,57.4,1.36,Maize,5.88,532
75.7,29.5,87.8,1136.2,168.4,28.3,95.1,3.07,Rice,6.07,304
78.0,27.8,81.4,1921.0,184.7,53.5,94.2,4.84,Rice,5.48,165
57.0,28.9,41.0,494.7,64.5,26.5,24.9,3.84,Jowar,1.92,870
56.6,24.8,69.1,677.0,115.1,38.2,55.5,2.85,Wheat,4.53,641
50.4,32.0,48.3,161.3,55.5,35.9,44.4,6.46,Bajra,1.43,384
63.3,29.1,58.3,948.8,187.9,43.6,38.6,2.68,Maize,5.38,515
64.4,23.6,67.1,1314.1,140.8,45.0,65.0,2.25,Maize,4.88,597
68.3,23.4,58.9,515.0,130.1,46.9,56.9,1.97,Wheat,4.37,487
